,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
880,"Polymer Bearing Market by End-Use Industry (Automobile, Medical & Pharmaceutical, Textile, Packaging, Elevator, Food, Office Products, Chemical), Type of Material (Phenolics, Acetal, Nylon, Teflon, UHMWPE), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/polymer-bearing-market-46599529.html,USD 8.00 Billion,USD 12.89 Billion,4.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,"Glass Bonding Adhesives Market by Type (UV Curable Cyanoacrylate, Silicone, UV Curable Epoxy, Polyurethane), End-Use Industry (Furniture, Electronics, Medical, Transportation, Industrial Assembly), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/glass-bonding-adhesive-market-180126710.html,USD 1.76 Billion,,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"Dyes & Pigments Market by Type (Dyes (Reactive, Disperse, Vat, Acid), Pigments (Titanium Dioxide, Inorganic, Organic)), Application (Textile, Leather, Paper, Paints & Coatings, Plastics, Construction) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/colorants-tinting-systems-paints-coatings-market-875.html,USD 32.86 Billion,USD 42.00 Billion,5.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,"Electrically Conductive Adhesives Market by Type, Chemistry (Epoxy, Silicone, Acrylic, Polyurethane), Application (Automotive, Aerospace, Consumer Electronics, Biosciences), Filler Material - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/electrically-conductive-adhesives-market-210298995.html,USD 2.53 Billion,,8.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,"Soft Magnetic Materials Market by Material Type (Soft Ferrite, Electrical Steel, Cobalt), Application (Motor, Transformer, Alternator), End User Industry (Automotive, Electronics & Telecommunications, Electrical) - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/soft-magnetic-material-market-206182334.html,USD 19.34 Billion,USD 42.14 Billion,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,"Hard Coatings Market by Material Type (Nitrides, Oxides), Application (Cutting Tools, Decorative Coatings), Deposition Technique (PVD and CVD), End-Use Industry (General Manufacturing, Transportation), and by Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/hard-coating-market-186290567.html,USD 583.4 Million,"USD 1,351.3 Million",8.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,"Corrosion Resistant Resin Market by Type (Epoxy, Polyester), Application (Coatings, Composites), End-Use Industry (Oil & gas, Heavy industries, Automotive & transportation) - Global Trends & Forecasts to 2026",https://www.marketsandmarkets.com/Market-Reports/corrosion-resistant-resin-market-250747838.html,USD 6.30 Billion,USD 12.56 Billion,5.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"Construction Composites Market by Fiber Type (Carbon, and Natural Fiber), Resin Type (Polyester, Vinyl Ester, Polyethylene and Polypropylene), Application (Industrial, Commercial, Housing and Civil) - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/construction-composite-market-39360769.html,USD 4.75 billion,USD 8.98 billion,6.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,"Liquid Packaging Market by Packaging Type (Flexible, Rigid), Resin (Polyethylene, Polypropylene), End-use Industries (Food & Beverage, Industrial), Technique (Aseptic Liquid Packaging, Blow Molding, Form Fill Seal Technology) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/liquid-packaging-market-120112267.html,USD 370.75 Billion,,5.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,"Medical Composites Market by Fiber Type (Carbon, Ceramic, Glass Fiber), Application (Diagnostic Imaging, Composites Body Implants, Surgical Instruments, Dental, Microsphere, Tissue Engineering) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/medical-composite-market-181559256.html,USD 663.3 Million,USD 934.7 Million,7.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,"Roofing Adhesives Market by Resin Type (PU, Epoxy, Silicone, Acrylic), Technology (Solvent Borne, and Waterborne), Application (Building & Construction) - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/roofing-adhesive-market-213190310.html,USD 3.91 Billion,USD 5.78 Billion,6.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,"Concrete Bonding Agents Market by Agent (Cementitious Latex Based, and Epoxy Based), Application (Repairing, Flooring, Decorative, and Marine) and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/concrete-bonding-agent-market-197283776.html,USD 2.48 Billion,USD 5.87 Billion,8.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,"Polymer Processing Aid Market by Polymer Type (Polyethylene (LLDPE, LDPE, HDPE), Polypropylene), Application (Blown Film & Cast Film, Extrusion Blow Molding, Wire & Cable, Pipe & Tube, Fibers & Raffia) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/polymer-processing-aid-market-262874414.html,USD 1.71 Billion,USD 2.21 Billion,5.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,"Electrically Conductive Coating Market by Type (Epoxy, Polyesters, Acrylics, Polyurethanes) and Application (Consumer Electronic Displays, Solar Industry, Automotive, Aerospace, Bioscience) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/electrically-conductive-coating-market-164854068.html,USD 18.88 Billion,,8.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,"Breathable Membranes Market for Construction Industry by Type (Polethylene, Polypropylene), Application (Pitched Roofs, and Walls), and Region - Global Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/breathable-membranes-market-126551641.html,"USD 1,617.2 Million",,10.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,"Tris Nonylphenyl Phosphite Market by Application (Stabilizers, Petrochemicals, Rubber) and Region (Asia-Pacific, North America, Europe, Middle East & Africa and Latin America) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/tris-nonylphenyl-phosphite-market-19854278.html,USD 309.8 Million,,5.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,"Textile Coatings Market by Type (PVC, PU, Acrylics, SBR, Natural Rubber) End-Use Industry (Transportation, Building & Construction, Protective Clothing, Industrial, Medical, Sports, Agriculture, and Packaging) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/textile-coatings-market-188567907.html,USD 5.51 billion,USD 6.81 billion,3.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,"Barrier Resins Market by Type (PVDC, EVOH, PEN), Application (Food & Beverage, Pharmaceutical & Medical, Cosmetics, Agriculture, Industrial), and Region (Asia-Pacific, North America, Europe, South America, Middle East & Africa) - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/barrier-resin-market-231202902.html,USD 3.52 billion,,5.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,"E-series Glycol Ether Market by Type (EGPE, EGBE, EGBEA), Application (Paints & Coatings, Printing Ink, Cleaners, Cosmetics & Personal Care, Pharmaceuticals, Automotive, Chemical Intermediates), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/e-series-glycol-ether-market-91035639.html,USD 2.13 Billion,USD 2.13 Billion,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,"Phosphate Market by Type/Derivative (Ammonium Phosphate, Calcium Phosphate, Phosphoric Acid), Application (Fertilizers, Foods & Beverages, Detergents), Type of Resource (Sedimentary Marine Deposits, Igneous & Weathered, Biogenic) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/phosphates-market-237175254.html,USD 68.51 Billion,USD 75.17 Billion,1.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,"Wood Coating Resins Market by Resin Type (Polyurethane, Acrylic, Epoxy, Alkyd, Nitrocellulose, Polyester), Technology (Solventborne, Reactive, Dispersion), End User (Furniture, Cabinets, Doors and Windows, Flooring) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/wood-coatings-market-83102038.html,USD 4.24 Billion,,5.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,"Ductless Heating & Cooling Systems Market by Type (Split Systems, Window Air Conditioner Systems), Application (Residential Buildings, Commercial Buildings, Industrial Buildings) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/ductless-heating-cooling-systems-market-108776436.html,USD 78.62 Billion,,8.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,"Automotive Aftermarket Fuel Additives Market by Application (Gasoline, Diesel), Distribution Channel (Big Stores, 4S Stores, Unauthorized Centers, Gas Stations, and so on), Supply Mode - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/automotive-aftermarket-fuel-additives-market-202714946.html,"USD 1,387.0 Million",,7.15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,"Metal Replacement Market by End-Use Industry (Automotive, Aerospace & Defense, Construction, Healthcare, Others), Type (Engineering Plastics, Composites), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/metal-replacement-market-87266199.html,USD 159.82 billion,,9.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,"Rigid Plastic Packaging Market by Raw Material (PE, PET, PP, PVC, EPS, PS, Bioplastics), Type (Bottles & jars, Trays, Tubs, Cups & Pots), Production Process (Extrusion, Injection Molding), Application, and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/rigid-plastic-packaging-market-178852016.html,USD 189.43 Billion,USD 262.68 Billion,5.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,"Hexagonal-Boron Nitride Powder (h-BN) Market by Application (Coatings & Mold Release, Electrical Insulation, Lubrication-Industrial, Composites, Personal Care, Paints, Lubricants-Food, Thermal Spray) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/hexagonal-boron-nitride-powder-market-254411798.html,USD 611.5 Million,USD 821.0 Million,5.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,"Polysilicon Market by End-use industry (Solar PV (Monocrystalline Solar Panel and Multicrystalline Solar Panel) and Electronics), and Region (Asia-Pacific, North America, Europe and Middle East & South America) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/polysilicon-market-126521569.html,USD 8.90 Billion,,13.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,"Fatty Acid Methyl Ester (FAME) Market by Type (Soya Methyl Ester, Rapeseed Methyl Ester, Palm Oil Methyl Ester), Application (Fuels, Lubricants, Coatings, Food & Agriculture, Metal Working Fluids), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/fatty-acid-methyl-ester-market-120752897.html,USD 17.26 Billion,USD 22.13 Billion,5.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,"FRP Tank Market by Resin Type (Polyester & Epoxy), Fiber Type (Carbon and Glass), Application (Water & Waste Water Treatment, Chemical, Oil and Gas, Pulp & Paper, and Power) - Global Trends &Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/frp-tank-market-21564188.html,USD 1.76 Billion,USD 2.32 Billion,4.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,"Tile Adhesives & Stone Adhesives Market by Chemistry (Cementitious and Epoxy), Application (Residential, Commercial, and Institutional), and Type of Construction Activity (New Construction and Repairs & Renovation) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/tile-stone-adhesive-market-117335016.html,USD 2.37 Billion,USD 4.10 Billion,9.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,"Defoaming Coating Additives Market by Type (Silicone-Based, Mineral Oil-Based, Vegetable Oil-Based, Water-Based, Polymer-Based), Application (Architectural, Automotive, Industrial, Wood & Furniture), and Geography - Global Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/defoaming-coating-additive-market-77783996.html,USD 748.0 Million,"USD 1,034.2 Million",5.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,"Ceramic Textile Market by Fiber Type (RCF, Low Bio-Persistent, and Polycrystalline), Form (Cloth, Ropes, Tapes, Sleeving, and Braids), End-Use Industry (Industrial and Transportation), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/ceramic-textile-market-243616467.html,USD 132.5 Million,USD 74.5 Million,9.94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,"Electronics Ceramics & Electrical Ceramics Market by Material (Alumina, Silica, Zirconia), Product (Monolithic Ceramics, Ceramic Matrix Composites), End-Use Industry (Home Appliances, Power Grids, Medical Devices), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/electronic-and-electrical-ceramic-market-165102293.html,USD 11.98 Billion,,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,"UV Adhesives Market by Resin Type (Acrylic, Cyanoacrylate, Epoxy, Silicone, Polyurethane), Application (Medical, Electronics, Glass Bonding, Packaging, Transportation, Industrial Assembly) and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/uv-adhesive-market-161648812.html,"USD 1,222.5 Million",,9.15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,"Waste Heat Recovery System Market by Application (Preheating and Steam & Electricity Generation), End-Use Industry (Petroleum Refining, Metal Production, Cement, Chemical, Paper & Pulp, and Textile) - Global Trends & Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/waste-heat-recovery-system-market-202657867.html,USD 44.14 billion,USD 65.87 billion,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,"Emulsifiers Market by Source (Bio-based and Synthetic), Application (Food Emulsifiers, Cosmetics & Personal Care, Oilfield Chemical, Pharmaceutical, and Agrochemical), and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/emulsifier-market-240653061.html,USD 8.44 Billion,,6.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,"Levulinic Acid Market by Application (Plasticizers, Pharmaceuticals & Cosmetics), Technology (Acid Hydrolysis, Biofine), and Region (North America, Europe, Asia-Pacific and Rest of the World) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/levulinic-acid-market-143960662.html,USD 32.5 Million,,14.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,"Automotive Carbon Thermoplastic Market (CFRTP Composites) by Resin Type (PA, PPS, PP, PEI, PEEK, PC) and Application (Exterior, Interior, Chassis, Powertrain & UTH) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/carbon-thermoplastic-market-14845217.html,USD 549.4 Million,,29.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,"Crude Oil Flow Improvers (COFI) Market by Type (Paraffin Inhibitors, Asphaltene Inhibitors, Scale Inhibitors, Drag Reducing Agents, and Hydrate Inhibitors), Application (Extraction, Pipeline, and Refinery), Supply Mode - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/crude-oil-flow-improvers-market-216122621.html,USD 1.73 Billion,USD 1.73 Billion,5.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,"Polyolefins Market by Type (Polethylene, Polypropylene, and Functional Polyolefins), Application (Film & Sheet, Injection Molding, Blow Molding, Fibers & Raffia), and Region - Global Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/polyolefins-market-1235.html,USD 297.09 Billion,,7.82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,"Industrial Adhesives Market by Type (Water-based Adhesives, Solvent-based Adhesives, Hot-Melt Adhesives, Pressure Sensitive Adhesives), Material Base (Synthetic, Natural), Composition, End-Use Industry, and Region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/industrial-adhesive-market-168855783.html,USD 41.47 Billion,USD 53.37 Billion,5.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,"Epoxy Resin Market by Physical Form (Liquid, Solid, and Solution), Application (Paints & Coatings, Adhesives & Sealants, Composites), End-Use Industry (Building & Construction, Aerospace, Wind Power, Marine, Consumer Goods) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/epoxy-resins-market-762.html,USD 6.31 Billion,USD 6.31 Billion,5.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,"Industrial Batteries Market by Type (Lead-Acid, Nickel-Based, Lithium-Based), End-user Industry (Telecom & Data Communication, Uninterruptible Power Supply (UPS)/Backup, Industrial Equipment, Grid-Level Energy Storage), and region - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/industrial-batteries-market-36754108.html,USD 7.45 Billion,USD 10.84 Billion,6.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,"Automotive Coatings Market by Resin Type (Polyurethane, Epoxy, Acrylic), Technology (Solvent-Borne, Water-Borne, Powder Coating), Coat Type (Clearcoat, Basecoat, Primer, E-Coat) - Global Forecast to 2021",https://www.marketsandmarkets.com/Market-Reports/automotive-coating-market-3359935.html,USD 16.24 Billion,,7.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,"Shotcrete/Sprayed Concrete Market by Process (Wet & Dry), Application (Underground Construction, Water Retaining Structures, Protective Coatings, Repair Works), System (Robotic and Manual), and Region - Global Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/Sprayed-concrete-shotcrete-market-1116.html,USD 8.30 Billion,,8.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,"Composites in Oil and Gas Industry Market by Resin Type (Epoxy, Polyester, and Phenolic), Fiber Type (Glass and Carbon), Application (Pipes, Tanks, and Top Side Applications), and Region - Global Forecasts to 2021",https://www.marketsandmarkets.com/Market-Reports/composites-in-oil-gas-industry-market-75947166.html,"USD 1,482.0 million","USD 1,986.0 million",5.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
